"","country","points","price","province","taster_name","variety"
"49416","Argentina",87,19,"Mendoza Province","Michael Schachner","Chardonnay"
"49476","Spain",83,10,"Northern Spain","Michael Schachner","Rose"
"49498","Argentina",80,10,"Mendoza Province","Michael Schachner","Chardonnay"
"49515","Argentina",84,13,"Mendoza Province","Michael Schachner","Rose"
"49532","Spain",89,16,"Catalonia","Michael Schachner","Pinot Noir"
"49563","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"49582","Argentina",88,15,"Mendoza Province","Michael Schachner","Pinot Noir"
"49601","Argentina",87,20,"Other","Michael Schachner","Pinot Noir"
"49612","Argentina",92,115,"Mendoza Province","Michael Schachner","Chardonnay"
"49630","US",82,18,"Oregon","Michael Schachner","Pinot Noir"
"49631","US",82,17,"Oregon","Michael Schachner","Pinot Noir"
"49632","US",82,16,"Oregon","Michael Schachner","Pinot Noir"
"49633","US",80,14,"Oregon","Michael Schachner","Pinot Noir"
"49639","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"49647","Argentina",91,45,"Mendoza Province","Michael Schachner","Syrah"
"49671","Argentina",88,12,"Mendoza Province","Michael Schachner","Syrah"
"49716","Argentina",83,10,"Mendoza Province","Michael Schachner","Chardonnay"
"49720","Argentina",83,12,"Mendoza Province","Michael Schachner","Chardonnay"
"49727","Argentina",87,13,"Other","Michael Schachner","Syrah"
"49748","Argentina",87,12,"Mendoza Province","Michael Schachner","Rose"
"49758","Argentina",85,12,"Mendoza Province","Michael Schachner","Merlot"
"49760","Argentina",85,15,"Other","Michael Schachner","Merlot"
"49872","Argentina",83,15,"Mendoza Province","Michael Schachner","Chardonnay"
"49892","Spain",89,30,"Northern Spain","Michael Schachner","Syrah"
"49904","Spain",85,20,"Northern Spain","Michael Schachner","Rose"
"49905","Spain",85,10,"Northern Spain","Michael Schachner","Rose"
"49908","Spain",84,15,"Northern Spain","Michael Schachner","Chardonnay"
"49924","Argentina",88,22,"Other","Michael Schachner","Pinot Noir"
"49933","Argentina",94,120,"Mendoza Province","Michael Schachner","Merlot"
"49939","Argentina",86,17,"Other","Michael Schachner","Chardonnay"
"49951","Argentina",86,12,"Mendoza Province","Michael Schachner","Chardonnay"
"49954","Argentina",86,13,"Mendoza Province","Michael Schachner","Chardonnay"
"49956","Argentina",86,11,"Mendoza Province","Michael Schachner","Syrah"
"49981","Argentina",93,125,"Other","Michael Schachner","Pinot Noir"
"49997","Argentina",86,16,"Mendoza Province","Michael Schachner","Chardonnay"
"50006","Argentina",88,12,"Mendoza Province","Michael Schachner","Syrah"
"50012","Argentina",86,20,"Mendoza Province","Michael Schachner","Chardonnay"
"50023","Argentina",82,12,"Mendoza Province","Michael Schachner","Syrah"
"50025","Argentina",84,17,"Other","Michael Schachner","Pinot Noir"
"50026","Argentina",84,15,"Mendoza Province","Michael Schachner","Chardonnay"
"50027","Argentina",84,21,"Mendoza Province","Michael Schachner","Chardonnay"
"50030","Argentina",84,17,"Other","Michael Schachner","Chardonnay"
"50044","Spain",87,65,"Catalonia","Michael Schachner","Chardonnay"
"50061","Spain",83,9,"Northern Spain","Michael Schachner","Rose"
"50066","Spain",83,25,"Northern Spain","Michael Schachner","Rose"
"50094","Argentina",85,18,"Mendoza Province","Michael Schachner","Chardonnay"
"50106","Argentina",87,45,"Mendoza Province","Michael Schachner","Chardonnay"
"50142","Spain",80,15,"Northern Spain","Michael Schachner","Rose"
"50151","Argentina",80,8,"Mendoza Province","Michael Schachner","Syrah"
"50155","Argentina",81,13,"Mendoza Province","Michael Schachner","Rose"
"50159","Argentina",80,17,"Mendoza Province","Michael Schachner","Rose"
"50163","Argentina",88,19,"Mendoza Province","Michael Schachner","Chardonnay"
"50165","Spain",80,10,"Northern Spain","Michael Schachner","Rose"
"50173","Spain",85,11,"Northern Spain","Michael Schachner","Rose"
"50263","Spain",91,40,"Northern Spain","Michael Schachner","Merlot"
"50311","Argentina",83,15,"Mendoza Province","Michael Schachner","Pinot Noir"
"50351","Argentina",85,20,"Other","Michael Schachner","Pinot Noir"
"50360","Spain",83,10,"Central Spain","Michael Schachner","Rose"
"50417","Argentina",85,9,"Mendoza Province","Michael Schachner","Chardonnay"
"50444","Argentina",86,10,"Mendoza Province","Michael Schachner","Chardonnay"
"50447","Argentina",86,12,"Mendoza Province","Michael Schachner","Rose"
"50479","Argentina",81,19,"Mendoza Province","Michael Schachner","Pinot Noir"
"50480","Argentina",81,11,"Mendoza Province","Michael Schachner","Chardonnay"
"50482","Argentina",81,13,"Mendoza Province","Michael Schachner","Chardonnay"
"50505","Argentina",86,10,"Mendoza Province","Michael Schachner","Merlot"
"50507","Argentina",86,NA,"Mendoza Province","Michael Schachner","Rose"
"50508","Argentina",85,10,"Mendoza Province","Michael Schachner","Chardonnay"
"50509","Argentina",85,9,"Mendoza Province","Michael Schachner","Chardonnay"
"50546","Argentina",86,18,"Mendoza Province","Michael Schachner","Chardonnay"
"50553","Argentina",84,25,"Mendoza Province","Michael Schachner","Chardonnay"
"50560","Spain",86,15,"Northern Spain","Michael Schachner","Chardonnay"
"50602","Spain",85,13,"Northern Spain","Michael Schachner","Rose"
"50605","Argentina",83,30,"Other","Michael Schachner","Pinot Noir"
"50609","Argentina",83,20,"Mendoza Province","Michael Schachner","Chardonnay"
"50611","Argentina",82,19,"Mendoza Province","Michael Schachner","Chardonnay"
"50619","Argentina",82,10,"Mendoza Province","Michael Schachner","Chardonnay"
"50623","Argentina",87,25,"Mendoza Province","Michael Schachner","Syrah"
"50699","Argentina",86,8,"Other","Michael Schachner","Chardonnay"
"50844","Argentina",86,25,"Mendoza Province","Michael Schachner","Chardonnay"
"50846","Spain",86,15,"Catalonia","Michael Schachner","Rose"
"50856","Argentina",93,100,"Other","Michael Schachner","Pinot Noir"
"50874","Spain",88,NA,"Northern Spain","Michael Schachner","Chardonnay"
"50892","Spain",84,15,"Northern Spain","Michael Schachner","Chardonnay"
"50922","Argentina",84,18,"Mendoza Province","Michael Schachner","Chardonnay"
"50929","Argentina",90,25,"Mendoza Province","Michael Schachner","Syrah"
"50962","Argentina",86,19,"Other","Michael Schachner","Chardonnay"
"50963","Argentina",86,10,"Mendoza Province","Michael Schachner","Syrah"
"50978","Argentina",87,12,"Mendoza Province","Michael Schachner","Chardonnay"
"51001","Argentina",83,12,"Mendoza Province","Michael Schachner","Chardonnay"
"51026","Spain",81,14,"Northern Spain","Michael Schachner","Chardonnay"
"51037","Argentina",82,30,"Mendoza Province","Michael Schachner","Chardonnay"
"51061","Argentina",82,30,"Other","Michael Schachner","Pinot Noir"
"51069","Argentina",82,15,"Mendoza Province","Michael Schachner","Chardonnay"
"51070","Spain",82,9,"Northern Spain","Michael Schachner","Rose"
"51073","Spain",82,19,"Catalonia","Michael Schachner","Rose"
"51077","Argentina",82,19,"Mendoza Province","Michael Schachner","Chardonnay"
"51082","Argentina",81,11,"Mendoza Province","Michael Schachner","Chardonnay"
"51140","Spain",85,15,"Northern Spain","Michael Schachner","Chardonnay"
"51160","Argentina",86,17,"Mendoza Province","Michael Schachner","Chardonnay"
"51167","Argentina",81,8,"Mendoza Province","Michael Schachner","Chardonnay"
"51171","Argentina",80,15,"Mendoza Province","Michael Schachner","Syrah"
"51276","Argentina",80,12,"Other","Michael Schachner","Rose"
"51288","Argentina",87,15,"Mendoza Province","Michael Schachner","Chardonnay"
"51292","Spain",83,15,"Northern Spain","Michael Schachner","Chardonnay"
"51293","Spain",83,9,"Northern Spain","Michael Schachner","Rose"
"51296","Spain",83,21,"Northern Spain","Michael Schachner","Rose"
"51306","Spain",84,13,"Levante","Michael Schachner","Rose"
"51326","Argentina",86,17,"Other","Michael Schachner","Pinot Noir"
"51327","Argentina",86,12,"Mendoza Province","Michael Schachner","Rose"
"51362","Spain",87,10,"Northern Spain","Michael Schachner","Rose"
"51411","Argentina",85,17,"Mendoza Province","Michael Schachner","Chardonnay"
"51439","Spain",84,8,"Northern Spain","Michael Schachner","Rose"
"51450","Argentina",84,18,"Mendoza Province","Michael Schachner","Merlot"
"51452","Argentina",84,11,"Mendoza Province","Michael Schachner","Chardonnay"
"51466","Spain",90,55,"Catalonia","Michael Schachner","Syrah"
"51470","Spain",86,15,"Northern Spain","Michael Schachner","Chardonnay"
"51497","Argentina",83,11,"Mendoza Province","Michael Schachner","Merlot"
"51499","Argentina",82,10,"Mendoza Province","Michael Schachner","Merlot"
"51508","Spain",82,79,"Northern Spain","Michael Schachner","Chardonnay"
"51509","Spain",82,18,"Northern Spain","Michael Schachner","Rose"
"51510","Spain",82,20,"Northern Spain","Michael Schachner","Chardonnay"
"51511","Spain",81,22,"Northern Spain","Michael Schachner","Rose"
"51602","Spain",85,9,"Northern Spain","Michael Schachner","Rose"
"51666","Argentina",80,10,"Other","Michael Schachner","Syrah"
"51670","Spain",80,10,"Central Spain","Michael Schachner","Rose"
"51672","Spain",82,10,"Northern Spain","Michael Schachner","Merlot"
"51696","Argentina",88,32,"Mendoza Province","Michael Schachner","Chardonnay"
"51712","Argentina",86,20,"Mendoza Province","Michael Schachner","Merlot"
"51726","Argentina",80,22,"Mendoza Province","Michael Schachner","Chardonnay"
"51738","Argentina",80,16,"Mendoza Province","Michael Schachner","Rose"
"51759","Spain",85,10,"Central Spain","Michael Schachner","Syrah"
"51763","Argentina",85,13,"Mendoza Province","Michael Schachner","Chardonnay"
"51804","Argentina",84,64,"Mendoza Province","Michael Schachner","Pinot Noir"
"51806","Argentina",84,17,"Other","Michael Schachner","Syrah"
"51808","Argentina",84,12,"Mendoza Province","Michael Schachner","Merlot"
"51830","Argentina",87,11,"Mendoza Province","Michael Schachner","Chardonnay"
"51839","Argentina",88,16,"Mendoza Province","Michael Schachner","Merlot"
"51842","Argentina",87,45,"Mendoza Province","Michael Schachner","Chardonnay"
"51851","Spain",87,12,"Northern Spain","Michael Schachner","Rose"
"51852","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"51853","Argentina",82,15,"Mendoza Province","Michael Schachner","Pinot Noir"
"51859","Argentina",86,16,"Mendoza Province","Michael Schachner","Chardonnay"
"51860","Argentina",86,17,"Other","Michael Schachner","Chardonnay"
"51907","Spain",91,25,"Catalonia","Michael Schachner","Syrah"
"51929","Argentina",83,16,"Mendoza Province","Michael Schachner","Chardonnay"
"51933","Argentina",83,11,"Mendoza Province","Michael Schachner","Chardonnay"
"51945","Argentina",90,21,"Mendoza Province","Michael Schachner","Chardonnay"
"51966","Argentina",83,21,"Mendoza Province","Michael Schachner","Pinot Noir"
"51968","Argentina",83,13,"Mendoza Province","Michael Schachner","Chardonnay"
"51969","Argentina",83,10,"Mendoza Province","Michael Schachner","Chardonnay"
"51977","Argentina",90,21,"Mendoza Province","Michael Schachner","Chardonnay"
"52006","Spain",84,20,"Northern Spain","Michael Schachner","Rose"
"52063","Spain",88,14,"Northern Spain","Michael Schachner","Rose"
"52066","Spain",86,10,"Northern Spain","Michael Schachner","Rose"
"52082","Argentina",88,20,"Other","Michael Schachner","Chardonnay"
"52116","US",81,14,"Oregon","Michael Schachner","Chardonnay"
"52126","Spain",80,9,"Northern Spain","Michael Schachner","Rose"
"52205","Spain",84,NA,"Northern Spain","Michael Schachner","Chardonnay"
"52235","Argentina",87,12,"Mendoza Province","Michael Schachner","Rose"
"52263","Argentina",83,20,"Mendoza Province","Michael Schachner","Chardonnay"
"52264","Argentina",83,18,"Mendoza Province","Michael Schachner","Merlot"
"52322","Argentina",83,13,"Mendoza Province","Michael Schachner","Chardonnay"
"52326","Argentina",83,7,"Mendoza Province","Michael Schachner","Chardonnay"
"52327","Argentina",83,8,"Mendoza Province","Michael Schachner","Chardonnay"
"52353","Argentina",86,NA,"Mendoza Province","Michael Schachner","Syrah"
"52362","Argentina",87,20,"Mendoza Province","Michael Schachner","Chardonnay"
"52396","Argentina",80,13,"Mendoza Province","Michael Schachner","Chardonnay"
"52401","Argentina",90,25,"Mendoza Province","Michael Schachner","Merlot"
"52415","Argentina",84,16,"Other","Michael Schachner","Pinot Noir"
"52418","Argentina",84,13,"Mendoza Province","Michael Schachner","Chardonnay"
"52421","Argentina",84,13,"Mendoza Province","Michael Schachner","Pinot Noir"
"52422","Spain",84,9,"Northern Spain","Michael Schachner","Merlot"
"52480","Spain",88,10,"Northern Spain","Michael Schachner","Rose"
"52492","Spain",84,9,"Spain Other","Michael Schachner","Rose"
"52507","Argentina",87,11,"Mendoza Province","Michael Schachner","Rose"
"52513","Argentina",85,11,"Mendoza Province","Michael Schachner","Syrah"
"52532","Spain",84,10,"Northern Spain","Michael Schachner","Rose"
"52536","Argentina",84,13,"Mendoza Province","Michael Schachner","Chardonnay"
"52545","Spain",87,18,"Northern Spain","Michael Schachner","Merlot"
"52546","Argentina",87,13,"Mendoza Province","Michael Schachner","Rose"
